"PTor-timestamp","PTor-servo1","PTor-servo4","PTor-servo5","PTor-servo2","PTor-servo3","PTor-servo6","DTor-timestamp","DTor-servo1","DTor-servo4","DTor-servo5","DTor-servo2","DTor-servo3","DTor-servo6",,"PTal-timestamp","PTal-servo1","PTal-servo4","PTal-servo5","PTal-servo2","PTal-servo3","PTal-servo6","DTal-timestamp","DTal-servo1","DTal-servo4","DTal-servo5","DTal-servo2","DTal-servo3","DTal-servo6","operationApplied",
"8700","40.0","88.0","90.0","74.0","126.0","27.0","8700","90.0","86.0","90.0","55.0","170.0","10.0"," ","8500","68.0","86.0","90.0","63.0","151.0","17.0","-","-","-","-","-","-","-","Deletion"
"8800","26.0","88.0","90.0","79.0","113.0","33.0","8800","90.0","86.0","90.0","55.0","170.0","10.0"," ","-","-","-","-","-","-","-","8300","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
"8900","12.0","89.0","90.0","84.0","101.0","38.0","8900","90.0","86.0","90.0","55.0","170.0","10.0"," ","-","-","-","-","-","-","-","8400","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
"9000","0.0","90.0","90.0","90.0","90.0","43.0","9000","90.0","86.0","90.0","55.0","170.0","10.0"," ","-","-","-","-","-","-","-","8500","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
"9100","0.0","90.0","90.0","90.0","90.0","43.0","9100","76.0","87.0","90.0","60.0","158.0","15.0"," ","-","-","-","-","-","-","-","8600","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
"9200","0.0","90.0","90.0","90.0","90.0","43.0","9200","62.0","87.0","90.0","66.0","145.0","20.0"," ","-","-","-","-","-","-","-","8700","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
"9300","0.0","90.0","90.0","90.0","90.0","43.0","9300","48.0","88.0","90.0","71.0","133.0","25.0"," ","-","-","-","-","-","-","-","8800","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
"9400","0.0","90.0","90.0","90.0","90.0","43.0","9400","34.0","88.0","90.0","77.0","120.0","31.0"," ","-","-","-","-","-","-","-","8900","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
"9500","0.0","90.0","90.0","90.0","90.0","43.0","9500","20.0","89.0","90.0","82.0","108.0","36.0"," ","-","-","-","-","-","-","-","9000","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
"9600","0.0","90.0","90.0","90.0","90.0","43.0","9600","6.0","90.0","90.0","88.0","95.0","41.0"," ","-","-","-","-","-","-","-","9100","76.0","87.0","90.0","60.0","158.0","15.0","Insertion"
"9700","0.0","90.0","90.0","90.0","90.0","43.0","9700","0.0","90.0","90.0","90.0","90.0","43.0"," ","8600","54.0","87.0","90.0","68.0","138.0","22.0","9200","62.0","87.0","90.0","66.0","145.0","20.0","Match"
"9800","0.0","90.0","90.0","90.0","90.0","43.0","9800","0.0","90.0","90.0","90.0","90.0","43.0"," ","8700","40.0","88.0","90.0","74.0","126.0","27.0","9300","48.0","88.0","90.0","71.0","133.0","25.0","Match"
"9900","0.0","90.0","90.0","90.0","90.0","43.0","9900","0.0","90.0","90.0","90.0","90.0","43.0"," ","8800","26.0","88.0","90.0","79.0","113.0","33.0","9400","34.0","88.0","90.0","77.0","120.0","31.0","Match"
"10000","0.0","90.0","90.0","90.0","90.0","43.0","10000","0.0","90.0","90.0","90.0","90.0","43.0"," ","8900","12.0","89.0","90.0","84.0","101.0","38.0","9500","20.0","89.0","90.0","82.0","108.0","36.0","Match"
"10100","0.0","90.0","90.0","90.0","90.0","43.0","10100","0.0","90.0","90.0","90.0","90.0","43.0"," ","9000","0.0","90.0","90.0","90.0","90.0","43.0","-","-","-","-","-","-","-","Deletion"
"10200","0.0","90.0","90.0","90.0","90.0","43.0","10200","0.0","90.0","90.0","90.0","90.0","43.0"," ","9100","0.0","90.0","90.0","90.0","90.0","43.0","9600","6.0","90.0","90.0","88.0","95.0","41.0","Match"
"10300","0.0","90.0","90.0","90.0","90.0","43.0","10300","0.0","90.0","90.0","90.0","90.0","43.0"," ","9200","0.0","90.0","90.0","90.0","90.0","43.0","9700","0.0","90.0","90.0","90.0","90.0","43.0","Match"
"10400","0.0","90.0","90.0","90.0","90.0","43.0","10400","0.0","90.0","90.0","90.0","90.0","43.0"," ","9300","0.0","90.0","90.0","90.0","90.0","43.0","9800","0.0","90.0","90.0","90.0","90.0","43.0","Match"
"10500","0.0","90.0","90.0","90.0","90.0","43.0","10500","0.0","90.0","90.0","90.0","90.0","43.0"," ","9400","0.0","90.0","90.0","90.0","90.0","43.0","9900","0.0","90.0","90.0","90.0","90.0","43.0","Match"
"10600","0.0","90.0","90.0","90.0","90.0","43.0","10600","0.0","90.0","90.0","90.0","90.0","43.0"," ","9500","0.0","90.0","90.0","90.0","90.0","43.0","10000","0.0","90.0","90.0","90.0","90.0","43.0","Match"
"10700","0.0","90.0","90.0","90.0","90.0","43.0","10700","0.0","90.0","90.0","90.0","90.0","43.0"," ","9600","0.0","90.0","90.0","90.0","90.0","43.0","10100","0.0","90.0","90.0","90.0","90.0","43.0","Match"
"10800","0.0","90.0","90.0","90.0","90.0","43.0","10800","0.0","90.0","90.0","90.0","90.0","43.0"," ","9700","0.0","90.0","90.0","90.0","90.0","43.0","10200","0.0","90.0","90.0","90.0","90.0","43.0","Match"
