time;gFx;gFy;gFz;TgF
1.066155;-0.0129;-0.0066;1.0075;1.008
1.067291;-0.0134;-0.0064;1.0122;1.012
1.068204;-0.0129;-0.0071;1.0124;1.013
1.068986;-0.0095;-0.0066;1.0085;1.009
1.069779;-0.0083;-0.0056;1.0088;1.009
1.071561;-0.0076;-0.0078;1.0068;1.007
1.075089;-0.0071;-0.0088;1.0027;1.003
1.076704;-0.0064;-0.0093;1.0024;1.002
1.077779;-0.0068;-0.0110;1.0034;1.003
1.079520;-0.0068;-0.0117;1.0095;1.010
1.081662;-0.0064;-0.0110;1.0115;1.012
1.083582;-0.0061;-0.0125;1.0097;1.010
1.085609;-0.0032;-0.0100;1.0036;1.004
1.087604;-0.0034;-0.0093;1.0000;1.000
1.089535;-0.0059;-0.0107;1.0012;1.001
1.092380;-0.0073;-0.0117;1.0075;1.008
1.094185;-0.0066;-0.0110;1.0178;1.018
1.095947;-0.0051;-0.0095;1.0122;1.012
1.097755;-0.0051;-0.0090;1.0049;1.005
1.099859;-0.0049;-0.0105;0.9944;0.994
1.101741;-0.0054;-0.0098;1.0022;1.002
1.103710;-0.0059;-0.0117;1.0085;1.009
1.105950;-0.0088;-0.0129;1.0161;1.016
1.108695;-0.0112;-0.0149;1.0151;1.015
1.110634;-0.0112;-0.0142;1.0112;1.011
1.111841;-0.0117;-0.0132;1.0000;1.000
1.114204;-0.0122;-0.0142;0.9975;0.998
1.115937;-0.0142;-0.0144;1.0056;1.006
1.117685;-0.0151;-0.0142;1.0190;1.019
1.119654;-0.0149;-0.0151;1.0239;1.024
1.121660;-0.0173;-0.0154;1.0227;1.023
1.124603;-0.0188;-0.0154;1.0085;1.009
1.126012;-0.0176;-0.0154;1.0029;1.003
1.127691;-0.0149;-0.0139;0.9983;0.998
1.131197;-0.0154;-0.0134;1.0085;1.009
1.132450;-0.0154;-0.0125;1.0154;1.016
1.133892;-0.0149;-0.0112;1.0185;1.019
1.135910;-0.0137;-0.0098;1.0163;1.016
1.137843;-0.0107;-0.0086;1.0124;1.013
1.139977;-0.0086;-0.0083;1.0088;1.009
1.143075;-0.0078;-0.0086;1.0078;1.008
1.143905;-0.0071;-0.0098;1.0085;1.009
1.145855;-0.0076;-0.0095;1.0107;1.011
1.147720;-0.0068;-0.0100;1.0097;1.010
1.149985;-0.0073;-0.0090;1.0054;1.005
1.152785;-0.0078;-0.0086;1.0049;1.005
1.154179;-0.0068;-0.0081;1.0075;1.008
1.155711;-0.0064;-0.0081;1.0151;1.015
1.160410;-0.0073;-0.0086;1.0154;1.015
1.161058;-0.0078;-0.0090;1.0134;1.013
1.162301;-0.0061;-0.0093;1.0078;1.008
1.164838;-0.0064;-0.0107;1.0056;1.006
1.166237;-0.0076;-0.0122;1.0051;1.005
1.167697;-0.0066;-0.0132;1.0127;1.013
1.169714;-0.0046;-0.0147;1.0161;1.016
1.172133;-0.0064;-0.0139;1.0112;1.011
1.175058;-0.0064;-0.0127;1.0000;1.000
1.175842;-0.0056;-0.0137;0.9980;0.998
1.177682;-0.0056;-0.0149;1.0024;1.003
1.179724;-0.0081;-0.0129;1.0058;1.006
1.181889;-0.0098;-0.0127;1.0061;1.006
1.184009;-0.0098;-0.0154;1.0078;1.008
1.185744;-0.0093;-0.0149;1.0110;1.011
1.187671;-0.0095;-0.0144;1.0083;1.008
1.189598;-0.0083;-0.0132;0.9985;0.999
1.192935;-0.0088;-0.0127;0.9988;0.999
1.194672;-0.0103;-0.0144;1.0105;1.011
1.199286;-0.0112;-0.0139;1.0205;1.021
1.200280;-0.0110;-0.0127;1.0207;1.021
1.200984;-0.0125;-0.0103;1.0134;1.014
1.202107;-0.0120;-0.0112;1.0095;1.010
1.203625;-0.0125;-0.0110;1.0073;1.007
1.205706;-0.0122;-0.0095;1.0090;1.009
1.209132;-0.0117;-0.0090;1.0112;1.011
1.210793;-0.0112;-0.0076;1.0154;1.015
1.212082;-0.0107;-0.0046;1.0090;1.009
1.213832;-0.0110;-0.0049;1.0029;1.003
1.215753;-0.0117;-0.0086;0.9990;0.999
1.217968;-0.0125;-0.0107;1.0078;1.008
1.219686;-0.0120;-0.0110;1.0156;1.016
1.222024;-0.0117;-0.0107;1.0195;1.020
1.225987;-0.0129;-0.0112;1.0139;1.014
1.227988;-0.0107;-0.0125;0.9988;0.999
1.228723;-0.0098;-0.0142;0.9922;0.992
1.230092;-0.0095;-0.0159;0.9958;0.996
1.231757;-0.0093;-0.0171;1.0154;1.016
1.234392;-0.0093;-0.0178;1.0281;1.028
1.236960;-0.0086;-0.0166;1.0256;1.026
1.237674;-0.0068;-0.0156;1.0110;1.011
1.241644;-0.0059;-0.0154;1.0005;1.001
1.242235;-0.0071;-0.0149;0.9992;0.999
1.245988;-0.0086;-0.0134;1.0066;1.007
1.246748;-0.0093;-0.0110;1.0117;1.012
1.248549;-0.0095;-0.0078;1.0166;1.017
1.250088;-0.0076;-0.0081;1.0085;1.009
1.253213;-0.0073;-0.0081;1.0041;1.004
1.254538;-0.0076;-0.0105;1.0014;1.002
1.256912;-0.0093;-0.0117;1.0110;1.011
1.262032;-0.0093;-0.0115;1.0185;1.019
1.262931;-0.0112;-0.0120;1.0244;1.025
1.263307;-0.0112;-0.0112;1.0195;1.020
1.264720;-0.0125;-0.0112;1.0046;1.005
1.267261;-0.0100;-0.0127;1.0019;1.002
1.268885;-0.0095;-0.0117;1.0051;1.005
1.270105;-0.0100;-0.0103;1.0115;1.012
1.272335;-0.0105;-0.0083;1.0107;1.011
1.274872;-0.0103;-0.0073;1.0097;1.010
1.276062;-0.0095;-0.0098;1.0071;1.007
1.277827;-0.0098;-0.0093;1.0061;1.006
1.280079;-0.0093;-0.0090;1.0075;1.008
1.282123;-0.0088;-0.0100;1.0095;1.010
1.284241;-0.0076;-0.0105;1.0085;1.009
1.285844;-0.0068;-0.0103;1.0044;1.004
1.287590;-0.0093;-0.0100;1.0024;1.003
1.289574;-0.0088;-0.0093;1.0032;1.003
1.292082;-0.0073;-0.0073;1.0075;1.008
1.293620;-0.0095;-0.0083;1.0122;1.012
1.295519;-0.0095;-0.0086;1.0119;1.012
1.297512;-0.0107;-0.0076;1.0110;1.011
1.300058;-0.0098;-0.0103;1.0066;1.007
1.301951;-0.0086;-0.0117;1.0046;1.005
1.303790;-0.0088;-0.0120;1.0090;1.009
1.308019;-0.0090;-0.0117;1.0146;1.015
1.308995;-0.0105;-0.0137;1.0200;1.020
1.310185;-0.0081;-0.0117;1.0144;1.014
1.312845;-0.0095;-0.0122;1.0095;1.010
1.314675;-0.0098;-0.0144;1.0029;1.003
1.315986;-0.0093;-0.0147;1.0049;1.005
1.318306;-0.0088;-0.0156;1.0085;1.009
1.320011;-0.0054;-0.0147;1.0132;1.013
1.321922;-0.0049;-0.0144;1.0124;1.013
1.326032;-0.0054;-0.0142;1.0119;1.012
1.327679;-0.0056;-0.0134;1.0102;1.010
1.328380;-0.0061;-0.0127;1.0088;1.009
1.330516;-0.0071;-0.0103;1.0071;1.007
1.332581;-0.0083;-0.0095;1.0073;1.007
1.333905;-0.0064;-0.0086;1.0066;1.007
1.335729;-0.0081;-0.0098;0.9992;0.999
1.337613;-0.0100;-0.0120;0.9970;0.997
1.339864;-0.0110;-0.0127;0.9983;0.998
1.345855;-0.0129;-0.0144;1.0044;1.005
1.346573;-0.0147;-0.0144;1.0144;1.015
1.346981;-0.0154;-0.0139;1.0173;1.018
1.347890;-0.0186;-0.0159;1.0146;1.015
1.350117;-0.0191;-0.0188;1.0083;1.009
1.351860;-0.0176;-0.0183;1.0066;1.007
1.353896;-0.0181;-0.0171;1.0115;1.012
1.355887;-0.0186;-0.0171;1.0161;1.016
1.361507;-0.0178;-0.0159;1.0195;1.020
1.362236;-0.0156;-0.0129;1.0168;1.017
1.362708;-0.0149;-0.0125;1.0127;1.013
1.363865;-0.0120;-0.0110;1.0058;1.006
1.366092;-0.0093;-0.0107;1.0032;1.003
1.367971;-0.0073;-0.0100;1.0041;1.004
1.369881;-0.0051;-0.0078;1.0058;1.006
1.371814;-0.0046;-0.0081;1.0083;1.008
1.373676;-0.0037;-0.0081;1.0090;1.009
1.375831;-0.0032;-0.0100;1.0078;1.008
1.377844;-0.0024;-0.0093;1.0073;1.007
1.379946;-0.0010;-0.0076;1.0058;1.006
1.382190;-0.0022;-0.0088;1.0071;1.007
1.384051;-0.0034;-0.0093;1.0058;1.006
1.386056;-0.0054;-0.0078;1.0027;1.003
1.387981;-0.0061;-0.0088;1.0046;1.005
1.390116;-0.0081;-0.0093;1.0080;1.008
1.391961;-0.0110;-0.0100;1.0188;1.019
1.393885;-0.0112;-0.0100;1.0205;1.021
1.395559;-0.0103;-0.0081;1.0176;1.018
1.397519;-0.0105;-0.0078;1.0080;1.008
1.399850;-0.0076;-0.0068;1.0046;1.005
1.401875;-0.0068;-0.0064;1.0046;1.005
1.403811;-0.0071;-0.0064;1.0095;1.010
1.406046;-0.0076;-0.0064;1.0129;1.013
1.410100;-0.0071;-0.0068;1.0146;1.015
1.412026;-0.0068;-0.0076;1.0095;1.010
1.416321;-0.0064;-0.0086;1.0078;1.008
1.418603;-0.0083;-0.0078;1.0075;1.008
1.419950;-0.0081;-0.0088;1.0093;1.009
1.420787;-0.0088;-0.0095;1.0107;1.011
1.422328;-0.0112;-0.0122;1.0097;1.010
1.424046;-0.0125;-0.0142;1.0105;1.011
1.425876;-0.0137;-0.0159;1.0124;1.013
1.426938;-0.0129;-0.0154;1.0107;1.011
1.430048;-0.0129;-0.0161;1.0095;1.010
1.431898;-0.0142;-0.0164;1.0088;1.009
1.432292;-0.0112;-0.0154;1.0080;1.008
1.434133;-0.0110;-0.0171;1.0102;1.010
1.435851;-0.0105;-0.0178;1.0139;1.014
1.437937;-0.0112;-0.0176;1.0151;1.015
1.439983;-0.0103;-0.0164;1.0124;1.013
1.443712;-0.0107;-0.0122;1.0051;1.005
1.444345;-0.0100;-0.0115;1.0005;1.001
1.446052;-0.0095;-0.0129;0.9939;0.994
1.450017;-0.0086;-0.0137;0.9958;0.996
1.450414;-0.0068;-0.0120;0.9970;0.997
1.452149;-0.0068;-0.0100;1.0032;1.003
1.454401;-0.0076;-0.0098;1.0090;1.009
1.461240;-0.0090;-0.0105;1.0112;1.011
1.461863;-0.0117;-0.0120;1.0107;1.011
1.462232;-0.0115;-0.0132;1.0105;1.011
1.462682;-0.0090;-0.0149;1.0115;1.012
1.463928;-0.0095;-0.0144;1.0146;1.015
1.465725;-0.0093;-0.0139;1.0151;1.015
1.467918;-0.0095;-0.0125;1.0122;1.012
1.471423;-0.0090;-0.0112;1.0112;1.011
1.471791;-0.0090;-0.0103;1.0112;1.011
1.474853;-0.0110;-0.0078;1.0110;1.011
1.475951;-0.0081;-0.0059;1.0095;1.010
1.477646;-0.0078;-0.0051;1.0075;1.008
1.480076;-0.0100;-0.0051;1.0063;1.006
1.481755;-0.0103;-0.0054;1.0075;1.008
1.484099;-0.0090;-0.0056;1.0071;1.007
1.485901;-0.0073;-0.0071;1.0110;1.011
1.487818;-0.0076;-0.0081;1.0127;1.013
1.491849;-0.0061;-0.0098;1.0119;1.012
1.493407;-0.0076;-0.0105;1.0066;1.007
1.494572;-0.0088;-0.0110;1.0036;1.004
1.496059;-0.0083;-0.0110;1.0036;1.004
1.500260;-0.0090;-0.0107;1.0056;1.006
1.501280;-0.0100;-0.0127;1.0117;1.012
1.502294;-0.0115;-0.0154;1.0183;1.018
1.503943;-0.0117;-0.0159;1.0183;1.018
1.505878;-0.0093;-0.0149;1.0144;1.015
1.509016;-0.0090;-0.0139;1.0085;1.009
1.510618;-0.0081;-0.0129;1.0078;1.008
1.511823;-0.0078;-0.0105;1.0122;1.012
1.514079;-0.0068;-0.0107;1.0159;1.016
1.515976;-0.0073;-0.0112;1.0171;1.017
1.518063;-0.0051;-0.0100;1.0146;1.015
1.520113;-0.0039;-0.0093;1.0110;1.011
1.522636;-0.0039;-0.0083;1.0051;1.005
1.526133;-0.0039;-0.0086;1.0041;1.004
1.528045;-0.0059;-0.0081;1.0039;1.004
1.528723;-0.0078;-0.0090;1.0046;1.005
1.530717;-0.0076;-0.0103;1.0024;1.003
1.532510;-0.0081;-0.0110;1.0005;1.001
1.533874;-0.0107;-0.0139;1.0019;1.002
1.536019;-0.0112;-0.0139;1.0083;1.008
1.537845;-0.0122;-0.0144;1.0119;1.012
1.539917;-0.0142;-0.0129;1.0144;1.015
1.543419;-0.0142;-0.0134;1.0134;1.014
1.544191;-0.0144;-0.0144;1.0073;1.008
1.545913;-0.0159;-0.0159;1.0029;1.003
1.549022;-0.0154;-0.0161;1.0039;1.004
1.550292;-0.0137;-0.0164;1.0090;1.009
1.552096;-0.0142;-0.0166;1.0112;1.011
1.554192;-0.0132;-0.0166;1.0102;1.010
1.556160;-0.0107;-0.0166;1.0049;1.005
1.562293;-0.0120;-0.0154;1.0056;1.006
1.563111;-0.0115;-0.0144;1.0075;1.008
1.563484;-0.0098;-0.0127;1.0097;1.010
1.563848;-0.0083;-0.0120;1.0105;1.011
1.566001;-0.0088;-0.0088;1.0088;1.009
1.567918;-0.0078;-0.0081;1.0041;1.004
1.570029;-0.0073;-0.0086;1.0036;1.004
1.571969;-0.0064;-0.0083;1.0036;1.004
1.574734;-0.0049;-0.0073;1.0058;1.006
1.576111;-0.0044;-0.0078;1.0075;1.008
1.577977;-0.0054;-0.0073;1.0134;1.013
1.580305;-0.0059;-0.0081;1.0166;1.017
1.582283;-0.0071;-0.0081;1.0149;1.015
1.584215;-0.0088;-0.0081;1.0105;1.011
1.585967;-0.0095;-0.0078;1.0083;1.008
1.587992;-0.0090;-0.0068;1.0085;1.009
1.591466;-0.0068;-0.0076;1.0080;1.008
1.592835;-0.0071;-0.0078;1.0058;1.006
1.594678;-0.0068;-0.0076;1.0036;1.004
1.596399;-0.0081;-0.0081;1.0090;1.009
1.597977;-0.0083;-0.0083;1.0110;1.011
1.600023;-0.0098;-0.0093;1.0137;1.014
1.602308;-0.0093;-0.0100;1.0132;1.013
1.603931;-0.0083;-0.0112;1.0124;1.013
1.605963;-0.0090;-0.0134;1.0134;1.014
1.609463;-0.0093;-0.0129;1.0134;1.014
1.611153;-0.0090;-0.0107;1.0115;1.012
1.612394;-0.0095;-0.0107;1.0102;1.010
1.614159;-0.0090;-0.0112;1.0097;1.010
1.615942;-0.0098;-0.0112;1.0119;1.012
1.617912;-0.0095;-0.0120;1.0095;1.010
1.619926;-0.0093;-0.0120;1.0083;1.008
1.622116;-0.0093;-0.0122;1.0095;1.010
1.624015;-0.0088;-0.0154;1.0095;1.010
1.626655;-0.0100;-0.0156;1.0085;1.009
1.628616;-0.0105;-0.0166;1.0107;1.011
1.630009;-0.0100;-0.0164;1.0112;1.011
1.632018;-0.0093;-0.0151;1.0115;1.012
1.634310;-0.0098;-0.0151;1.0058;1.006
1.636477;-0.0103;-0.0151;1.0027;1.003
1.637881;-0.0110;-0.0159;1.0010;1.001
1.645129;-0.0107;-0.0112;1.0056;1.006
1.646088;-0.0098;-0.0107;1.0063;1.006
1.646555;-0.0095;-0.0129;1.0032;1.003
1.646938;-0.0095;-0.0125;1.0029;1.003
1.648099;-0.0112;-0.0132;1.0063;1.006
1.650090;-0.0125;-0.0125;1.0085;1.009
1.652088;-0.0134;-0.0117;1.0100;1.010
1.654070;-0.0132;-0.0103;1.0075;1.008
1.656071;-0.0151;-0.0125;1.0044;1.005
1.659433;-0.0147;-0.0122;1.0054;1.006
1.660172;-0.0139;-0.0117;1.0110;1.011
1.662195;-0.0137;-0.0107;1.0166;1.017
1.664167;-0.0129;-0.0107;1.0183;1.018
1.665811;-0.0129;-0.0095;1.0156;1.016
1.667840;-0.0122;-0.0100;1.0124;1.013
1.669991;-0.0107;-0.0093;1.0056;1.006
1.671739;-0.0066;-0.0086;1.0071;1.007
1.674691;-0.0056;-0.0090;1.0071;1.007
1.676027;-0.0071;-0.0083;1.0105;1.011
1.678167;-0.0059;-0.0073;1.0100;1.010
1.680069;-0.0054;-0.0076;1.0093;1.009
1.682220;-0.0066;-0.0083;1.0061;1.006
1.684038;-0.0049;-0.0095;1.0095;1.010
1.686058;-0.0044;-0.0105;1.0105;1.011
1.688123;-0.0049;-0.0107;1.0093;1.009
1.690233;-0.0042;-0.0100;1.0041;1.004
1.692343;-0.0044;-0.0107;1.0022;1.002
1.694110;-0.0061;-0.0115;1.0039;1.004
1.695890;-0.0064;-0.0115;1.0073;1.007
1.698186;-0.0073;-0.0125;1.0141;1.014
1.700378;-0.0095;-0.0115;1.0181;1.018
1.702265;-0.0098;-0.0117;1.0190;1.019
1.703933;-0.0112;-0.0117;1.0134;1.014
1.706660;-0.0132;-0.0117;1.0061;1.006
1.708285;-0.0134;-0.0127;1.0051;1.005
1.710734;-0.0129;-0.0129;1.0097;1.010
1.712443;-0.0120;-0.0127;1.0127;1.013
1.714216;-0.0105;-0.0110;1.0173;1.017
1.716408;-0.0107;-0.0112;1.0144;1.015
1.718007;-0.0103;-0.0115;1.0107;1.011
1.720016;-0.0088;-0.0098;1.0066;1.007
1.722215;-0.0073;-0.0115;1.0029;1.003
1.726024;-0.0076;-0.0122;1.0024;1.003
1.727368;-0.0078;-0.0120;1.0002;1.000
1.728421;-0.0071;-0.0127;1.0014;1.002
1.730343;-0.0086;-0.0125;1.0024;1.003
1.732307;-0.0095;-0.0129;1.0054;1.005
1.733902;-0.0095;-0.0132;1.0078;1.008
1.736268;-0.0081;-0.0147;1.0097;1.010
1.738383;-0.0083;-0.0134;1.0073;1.007
1.742426;-0.0088;-0.0137;1.0051;1.005
1.744180;-0.0095;-0.0154;1.0024;1.003
1.744962;-0.0125;-0.0154;1.0054;1.006
1.746170;-0.0127;-0.0137;1.0078;1.008
1.750067;-0.0151;-0.0129;1.0115;1.012
1.750854;-0.0149;-0.0120;1.0159;1.016
1.753526;-0.0142;-0.0103;1.0159;1.016
1.754640;-0.0129;-0.0090;1.0112;1.011
1.756542;-0.0134;-0.0095;1.0073;1.007
1.767677;-0.0122;-0.0098;1.0014;1.002
1.768629;-0.0105;-0.0090;1.0032;1.003
1.769205;-0.0115;-0.0095;1.0066;1.007
1.769727;-0.0117;-0.0088;1.0161;1.016
1.770257;-0.0107;-0.0088;1.0242;1.024
1.770885;-0.0112;-0.0095;1.0242;1.024
1.771423;-0.0098;-0.0098;1.0139;1.014
1.772060;-0.0093;-0.0078;0.9995;1.000
1.777071;-0.0095;-0.0071;0.9956;0.996
1.777874;-0.0098;-0.0078;0.9995;1.000
1.778420;-0.0090;-0.0083;1.0039;1.004
1.780097;-0.0090;-0.0095;1.0110;1.011
1.782209;-0.0059;-0.0112;1.0115;1.012
1.784345;-0.0044;-0.0112;1.0107;1.011
1.786388;-0.0046;-0.0107;1.0115;1.012
1.788776;-0.0051;-0.0105;1.0163;1.016
1.790314;-0.0044;-0.0100;1.0168;1.017
1.792505;-0.0042;-0.0107;1.0117;1.012
1.794937;-0.0046;-0.0112;1.0073;1.007
1.795949;-0.0046;-0.0103;0.9997;1.000
1.798284;-0.0068;-0.0105;1.0022;1.002
1.800015;-0.0083;-0.0107;1.0073;1.007
1.802250;-0.0090;-0.0117;1.0163;1.016
1.803969;-0.0086;-0.0110;1.0166;1.017
1.806260;-0.0086;-0.0112;1.0154;1.015
1.808623;-0.0088;-0.0110;1.0137;1.014
1.810742;-0.0098;-0.0105;1.0100;1.010
1.812860;-0.0112;-0.0100;1.0088;1.009
1.814516;-0.0120;-0.0110;1.0044;1.005
1.816480;-0.0120;-0.0122;1.0029;1.003
1.818112;-0.0122;-0.0117;1.0036;1.004
1.821823;-0.0120;-0.0112;1.0036;1.004
1.822686;-0.0120;-0.0107;1.0054;1.005
1.824890;-0.0125;-0.0107;1.0100;1.010
1.826252;-0.0120;-0.0115;1.0097;1.010
1.828303;-0.0134;-0.0129;1.0090;1.009
1.830400;-0.0142;-0.0137;1.0088;1.009
1.832514;-0.0144;-0.0144;1.0124;1.013
1.834208;-0.0134;-0.0142;1.0127;1.013
1.836135;-0.0139;-0.0132;1.0110;1.011
1.838039;-0.0129;-0.0134;1.0100;1.010
1.843944;-0.0095;-0.0110;1.0073;1.007
1.844483;-0.0088;-0.0110;1.0032;1.003
1.849804;-0.0088;-0.0095;1.0007;1.001
1.850304;-0.0078;-0.0103;1.0046;1.005
1.850784;-0.0059;-0.0105;1.0151;1.015
1.851213;-0.0056;-0.0107;1.0185;1.019
1.852223;-0.0049;-0.0107;1.0183;1.018
1.854200;-0.0056;-0.0120;1.0122;1.012
1.856124;-0.0056;-0.0122;1.0085;1.009
1.858678;-0.0051;-0.0115;1.0019;1.002
1.860320;-0.0034;-0.0115;0.9992;0.999
1.862637;-0.0044;-0.0107;1.0005;1.001
1.864042;-0.0066;-0.0103;1.0032;1.003
1.865992;-0.0076;-0.0107;1.0039;1.004
1.868067;-0.0095;-0.0117;1.0083;1.008
1.870015;-0.0083;-0.0120;1.0093;1.009
1.872207;-0.0093;-0.0125;1.0095;1.010
1.874831;-0.0098;-0.0154;1.0107;1.011
1.876149;-0.0103;-0.0149;1.0154;1.016
1.878105;-0.0127;-0.0151;1.0176;1.018
1.880624;-0.0154;-0.0156;1.0156;1.016
1.882512;-0.0139;-0.0137;1.0054;1.006
1.887066;-0.0129;-0.0142;1.0019;1.002
1.888890;-0.0125;-0.0120;1.0039;1.004
1.889854;-0.0127;-0.0107;1.0075;1.008
1.893760;-0.0127;-0.0095;1.0134;1.014
1.894269;-0.0129;-0.0100;1.0122;1.012
1.895509;-0.0129;-0.0105;1.0093;1.009
1.899561;-0.0105;-0.0117;1.0044;1.004
1.900063;-0.0098;-0.0110;1.0046;1.005
1.900425;-0.0095;-0.0112;1.0063;1.006
1.902211;-0.0093;-0.0115;1.0085;1.009
1.904127;-0.0083;-0.0112;1.0080;1.008
1.906526;-0.0068;-0.0125;1.0068;1.007
1.915410;-0.0093;-0.0151;1.0088;1.009
1.915989;-0.0090;-0.0134;1.0119;1.012
1.916413;-0.0081;-0.0117;1.0181;1.018
1.916855;-0.0103;-0.0132;1.0161;1.016
1.917228;-0.0105;-0.0125;1.0124;1.013
1.918353;-0.0093;-0.0098;1.0022;1.002
1.920265;-0.0093;-0.0107;0.9997;1.000
1.922423;-0.0100;-0.0110;1.0019;1.002
1.927608;-0.0090;-0.0105;1.0088;1.009
1.928445;-0.0083;-0.0107;1.0124;1.013
1.928847;-0.0086;-0.0093;1.0156;1.016
1.930829;-0.0088;-0.0088;1.0119;1.012
1.933259;-0.0088;-0.0081;1.0090;1.009
1.934003;-0.0093;-0.0081;1.0088;1.009
1.936296;-0.0095;-0.0083;1.0124;1.013
1.938421;-0.0100;-0.0076;1.0112;1.011
1.940432;-0.0098;-0.0086;1.0036;1.004
1.944650;-0.0115;-0.0081;1.0034;1.003
1.945226;-0.0112;-0.0066;1.0036;1.004
1.946309;-0.0100;-0.0073;1.0044;1.004
1.948373;-0.0098;-0.0088;1.0061;1.006
1.950077;-0.0100;-0.0100;1.0063;1.006
1.952103;-0.0095;-0.0120;1.0088;1.009
1.954708;-0.0095;-0.0127;1.0100;1.010
1.960415;-0.0112;-0.0122;1.0127;1.013
1.960924;-0.0120;-0.0134;1.0151;1.015
1.961276;-0.0110;-0.0122;1.0166;1.017
1.962149;-0.0098;-0.0107;1.0154;1.015
1.964336;-0.0098;-0.0132;1.0075;1.008
1.966233;-0.0088;-0.0125;1.0032;1.003
1.968267;-0.0071;-0.0105;0.9992;0.999
1.970166;-0.0064;-0.0103;1.0007;1.001
1.972189;-0.0064;-0.0115;1.0051;1.005
1.976896;-0.0054;-0.0103;1.0122;1.012
1.977403;-0.0054;-0.0093;1.0124;1.012
1.978114;-0.0059;-0.0120;1.0119;1.012
1.980006;-0.0068;-0.0127;1.0129;1.013
1.982251;-0.0073;-0.0132;1.0129;1.013
1.984226;-0.0081;-0.0147;1.0095;1.010
1.986101;-0.0073;-0.0147;1.0085;1.009
1.988152;-0.0081;-0.0129;1.0085;1.009
1.994516;-0.0086;-0.0142;1.0119;1.012
1.995075;-0.0095;-0.0137;1.0137;1.014
1.995762;-0.0129;-0.0115;1.0137;1.014
1.996989;-0.0137;-0.0105;1.0105;1.011
1.998111;-0.0122;-0.0105;1.0090;1.009
2.000682;-0.0120;-0.0086;1.0024;1.003
2.002110;-0.0103;-0.0107;1.0012;1.001
2.004774;-0.0095;-0.0115;1.0012;1.001
2.006238;-0.0078;-0.0122;1.0007;1.001
2.010751;-0.0073;-0.0125;1.0005;1.001
2.011295;-0.0098;-0.0122;1.0019;1.002
2.013718;-0.0122;-0.0125;1.0088;1.009
2.014114;-0.0137;-0.0129;1.0149;1.015
2.015948;-0.0144;-0.0125;1.0198;1.020
2.018101;-0.0154;-0.0107;1.0146;1.015
2.020148;-0.0159;-0.0117;1.0110;1.011
2.022168;-0.0171;-0.0120;1.0058;1.006
2.030343;-0.0164;-0.0129;1.0063;1.007
2.030984;-0.0159;-0.0125;1.0063;1.007
2.031447;-0.0149;-0.0100;1.0071;1.007
2.031814;-0.0132;-0.0088;1.0080;1.008
2.032234;-0.0086;-0.0073;1.0102;1.010
2.034533;-0.0059;-0.0090;1.0134;1.013
2.036469;-0.0054;-0.0098;1.0161;1.016
2.038208;-0.0046;-0.0103;1.0188;1.019
2.046248;-0.0044;-0.0112;1.0154;1.015
2.046905;-0.0037;-0.0105;1.0124;1.012
2.047288;-0.0034;-0.0117;1.0049;1.005
2.047671;-0.0054;-0.0115;0.9997;1.000
2.048430;-0.0051;-0.0112;0.9978;0.998
2.050049;-0.0039;-0.0100;0.9966;0.997
2.052354;-0.0032;-0.0105;0.9978;0.998
2.054259;-0.0039;-0.0120;1.0024;1.002
2.056519;-0.0049;-0.0127;1.0061;1.006
2.062067;-0.0051;-0.0132;1.0119;1.012
2.062704;-0.0093;-0.0125;1.0203;1.020
2.063112;-0.0093;-0.0134;1.0212;1.021
2.064304;-0.0090;-0.0134;1.0185;1.019
2.066501;-0.0110;-0.0134;1.0122;1.012
2.068687;-0.0122;-0.0132;1.0078;1.008
2.070196;-0.0122;-0.0125;1.0075;1.008
2.072540;-0.0117;-0.0105;1.0107;1.011
2.079124;-0.0120;-0.0095;1.0122;1.012
2.080974;-0.0115;-0.0076;1.0119;1.012
2.081838;-0.0093;-0.0083;1.0090;1.009
2.083290;-0.0088;-0.0081;1.0078;1.008
2.084003;-0.0093;-0.0076;1.0041;1.004
2.085507;-0.0076;-0.0083;1.0046;1.005
2.087178;-0.0076;-0.0098;1.0073;1.007
2.088848;-0.0059;-0.0095;1.0102;1.010
2.098784;-0.0083;-0.0100;1.0107;1.011
2.100444;-0.0083;-0.0117;1.0088;1.009
2.101503;-0.0081;-0.0120;1.0039;1.004
2.108913;-0.0100;-0.0125;1.0019;1.002
2.110093;-0.0107;-0.0132;1.0010;1.001
2.111127;-0.0139;-0.0142;1.0041;1.004
2.113315;-0.0154;-0.0144;1.0071;1.007
2.115150;-0.0159;-0.0159;1.0144;1.015
2.116449;-0.0159;-0.0154;1.0173;1.018
2.117069;-0.0164;-0.0151;1.0156;1.016
2.117593;-0.0159;-0.0154;1.0083;1.009
2.118873;-0.0151;-0.0134;1.0022;1.002
2.119286;-0.0149;-0.0132;1.0007;1.001
2.119633;-0.0137;-0.0107;1.0029;1.003
2.119985;-0.0127;-0.0098;1.0058;1.006
2.120628;-0.0105;-0.0107;1.0127;1.013
2.122627;-0.0093;-0.0090;1.0171;1.017
2.133453;-0.0088;-0.0090;1.0166;1.017
2.134365;-0.0068;-0.0090;1.0110;1.011
2.135747;-0.0051;-0.0081;1.0046;1.005
2.136120;-0.0044;-0.0086;1.0022;1.002
2.136807;-0.0024;-0.0115;1.0022;1.002
2.137163;-0.0029;-0.0115;1.0012;1.001
